title,url,company,salary,deadline,location,lien_he
CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ CNC THÔNG BÁO TUYỂN...,https://vinhphuc.work/cong-ty-co-phan-giai-phap-cong-nghe-cnc-thong-bao-tuyen-dung-nhieu-vi-tri-2.html,Công ty Cổ Phần Giải Pháp Công Nghệ CNC,Thỏa thuận,Đến 30/03/2024,"Lô F1-2-3 khu công nghiệp Thăng Long 3, xã Tam Hợp, huyện Bình Xuyên,...","Công ty Cổ phần giải pháp công nghệ CNC Điện thoại: (0211)3513368 Địa chỉ: KCN Thăng Long Vĩnh Phúc, H. Bình Xuyên, T. Vĩnh Phúc"
Công ty TNHH Mạnh Anh Thông báo Tuyển dụng Kỹ thuật điện...,https://vinhphuc.work/cong-ty-tnhh-manh-anh-thong-bao-tuyen-dung-ky-thuat-dien-tu-dien-may-tho-han-lai-xe-cau.html,,Thoả thuận,Đến 15/03/2024,"Số 1, Đường Tôn Đức Thắng, Phường Khai Quang, Thành phố Vĩnh Yên, Tỉnh...","Công ty TNHH Mạnh Anh
Địa chỉ: Số 1, Đường Tôn Đức Thắng, Phường Khai Quang, Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc, Việt Nam
Điện thoại: 0965890069"
Công ty Cổ phần Thương mại và Dịch vụ Logistics Đại Dương...,https://vinhphuc.work/cong-ty-co-phan-thuong-mai-va-dich-vu-logistics-dai-duong-tuyen-dung-nv-xuat-nhap-khau-nhan-vien-hcns.html,Công ty Cổ phần Thương mại và Dịch vụ Logistics Đại Dương,Thoả thuận thu hút,Đến 30/04/2024,"KĐT Park Hill, Vĩnh Yên, Vĩnh Phúc",
Tổ chức Giáo dục và Đào tạo Apollo Tại Vĩnh Phúc Thông...,https://vinhphuc.work/to-chuc-giao-duc-va-dao-tao-apollo-tai-vinh-phuc-thong-bao-tuyen-dung-chuyen-vien-tu-van.html,CHI NHÁNH TỔ CHỨC GIÁO DỤC VÀ ĐÀO TẠO APOLLO VIỆT NAM TẠI TỈNH VĨNH PHÚC,LCB + HH + THƯỞNG,Đến 25/03/2024,"35 Phan Chu Trinh, Khai Quang, Vĩnh Yên, Vĩnh Phúc","Tổ chức Giáo dục và Đào tạo Apollo tại Vĩnh Phúc
Địa chỉ: 35 Phan Chu Trinh, Khai Quang, Vĩnh Yên, Vĩnh Phúc SĐT: 02473002999"
CÔNG TY TNHH TM VÀ XUẤT NHẬP KHẨU QUỐC TẾ VĨNH PHÁT...,https://vinhphuc.work/cong-ty-tnhh-tm-va-xuat-nhap-khau-quoc-te-vinh-phat-tuyen-dung-nv-kinh-doanh-nhan-vien-kho.html,Công ty TNHH Thương mại và Xuất nhập khẩu Quốc tế Vĩnh Phát,5.000.000 - 20.000.000 VND,20/03/2024,"cụm KCN  Minh Phương, TT Yên Lạc, huyện Yên Lạc, tỉnh Vĩnh Phúc.","Công ty TNHH Thương mại và Xuất nhập khẩu Quốc tế Vĩnh Phát Mrs Thanh: 0971.757.468 Địa điểm: xã Bình Định, huyện Yên Lạc, tỉnh Vĩnh Phúc"
Công ty TNHH Vina Anydo Electronics Tuyển dụng NHÂN VIÊN QUẢN LÝ...,https://vinhphuc.work/cong-ty-tnhh-vina-anydo-electronics-tuyen-dung-nhan-vien-quan-ly-vendor.html,Công ty TNHH Vina Anydo Eletronics,Thỏa thuận,20/03/2024,Công ty TNHH Vina Anydo Electronics,"Công ty TNHH Vina Anydo Electronics
Địa chỉ: KCN Bình Xuyên, TT Hương Canh, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc
Điện thoại: 02113866877"
Công ty Cổ phần Đầu tư Xây dựng và Cơ khí Đức...,https://vinhphuc.work/cong-ty-co-phan-dau-tu-xay-dung-va-co-khi-duc-phat-tuyen-dung-gap-nhan-vien-du-an-ky-su-ket-cau-ky-thuat-san-xuat-quan-ly-chat-luong-kcs-phu-kho-tho-son-tho-co-khi-tho-dien-ky-thuat-hien-truon.html,"Công ty CP Đầu tư, Xây dựng và Cơ khí Đức Phát",Thỏa thuận,31/03/2024,"Hà Nội, Vĩnh Phúc","Công ty Cổ phần Đầu tư Xây dựng và Cơ khí Đức Phát
Địa chỉ: Km18, QL2A, thị trấn Đạo Đức, huyện Bình Xuyên, tỉnh Vĩnh Phúc
Liên hệ: Ms Linh- 0354631762"
CÔNG TY CỔ PHẦN TÙNG CHI GROUP THÔNG BÁO TUYỂN DỤNG NHIỀU...,https://vinhphuc.work/cong-ty-co-phan-tung-chi-group-thong-bao-tuyen-dung-nhieu-vi-tri-ke-toan-hanh-chinh.html,CÔNG TY CỔ PHẦN TÙNG CHI GROUP,Từ 8-15 triệu,Đến khi tuyển đủ,"Tùng Chi Plaza, Số 1 Triệu Việt Vương- Phúc Thắng- Phúc Yên- Vĩnh Phúc...","Công ty cổ phần Tùng Chi Group
Địa chỉ: Tùng Chi Plaza, Số 1 Triệu Việt Vương- Phúc Thắng- Phúc Yên- Vĩnh Phúc (Cầu vượt Honda).
Điện thoại: 0913.033.991"
KHÔNG LÀM ĐÊM – CÔNG CỔ PHẦN MAY KLW TUYỂN DỤNG NHIỀU...,https://vinhphuc.work/khong-lam-dem-cong-co-phan-may-klw-tuyen-dung-nhieu-vi-tri-dau-nam-2024.html,Công ty Cổ phần May KLW,Thoả thuận,Đến khi tuyển đủ,"TDP Xuân Thượng 1, Phúc Thắng, Phúc Yên ( Đối Diện TOYOTA Phúc Yên)",
NHÀ MÁY XUÂN HOÀ VIỆT NAM THÔNG BÁO TUYỂN DỤNG CHÍNH THỨC...,https://vinhphuc.work/nha-may-xuan-hoa-viet-nam-thong-bao-tuyen-dung-chinh-thuc-nhan-vien-qc-nhan-vien-y-te.html,CÔNG TY CP XUÂN HÒA VIỆT NAM,Thoả thuận,Đến khi tuyển đủ,"Đường Nguyễn Văn Linh, Phường Xuân Hòa, Thành phố Phúc Yên, Tỉnh Vĩnh Phúc","Công ty cổ phần Xuân Hoà Việt Nam
Địa chỉ: Đường Nguyễn Văn Linh, Xuân Hoà, Phúc Yên, Vĩnh Phúc
Liên hệ: 0984.394.159 / 0932.219.221"
Công ty TNHH Thương mại & Phát triển tổng hợp Nam Cường-Nam...,https://vinhphuc.work/cong-ty-tnhh-thuong-mai-phat-trien-tong-hop-nam-cuong-nam-cuong-pharm-tuyen-dung-tro-ly-kinh-doanh-nam-2024.html,Công ty TNHH Thương mại & Phát triển tổng hợp Nam Cường,Từ trên 8 triệu,Đến 30/03/2024,"TDP Sơn Bỉ, Tt Gia Khánh, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc, Việt Nam","Nam Cuong Pharm
Địa chỉ VPGD: TDP Sơn Bỉ, TT Gia Khánh, Bình Xuyên, Vĩnh Phúc
Điện thoại: 0986.536.208 – Mr Cường"
CÔNG TY TNHH HOÀN MỸ TUYỂN DỤNG THÊM 50 CÔNG NHÂN CHÍNH...,https://vinhphuc.work/cong-ty-tnhh-hoan-my-tuyen-dung-them-50-cong-nhan-chinh-thuc.html,Công ty TNHH Hoàn Mỹ,Thoả thuận,Đến khi tuyển đủ,"Thôn Hán lữ, Phường Khai Quang, TP Vĩnh Yên, Tỉnh Vĩnh Phúc","Công ty TNHH Hoàn Mỹ Điạ chỉ: Thôn Hán Lữ, Phường Khai Quang, Thành phố Vĩnh yên, Tỉnh Vĩnh Phúc, Việt Nam Điện thoại : 02113.844.057"
Dự án – Nhà máy nước sạch Sông Hồng Thông báo Tuyển...,https://vinhphuc.work/du-an-nha-may-nuoc-sach-song-hong-thong-bao-tuyen-dung-moi-nhieu-vi-tri-ky-thuat.html,Nhà máy nước sạch Sông Hồng cấp cho phía Nam Tỉnh Vĩnh Phúc,Thỏa thuận,Đến khi tuyển đủ,"Quốc lộ 2C cũ, xã Tam Phúc- huyện Vĩnh Tường- tỉnh Vĩnh Phúc.","Nhà máy nước sạch Sông Hồng cấp cho phía Nam Tỉnh Vĩnh Phúc
Điện thoại : 0866.985.085
Địa chỉ: Quốc lộ 2C cũ, xã Tam Phúc- huyện Vĩnh Tường- tỉnh Vĩnh Phúc.
Lưu ý: Nộp hồ sơ ngay dưới nút: “NỘP HỒ SƠ”
Công ty không thu bất kỳ khoản phía nào liên quan đến tuyển dụng."
CÔNG TY CP NGÓI CAO CẤP AMADO TUYỂN DỤNG 100 CÔNG NHÂN...,https://vinhphuc.work/cong-ty-cp-ngoi-cao-cap-amado-tuyen-dung-100-cong-nhan-chinh-thuc.html,Công ty cổ phần Ngói cao cấp AMADO,7.000.000-10.000.000d,Đến khi tuyển đủ,"Kim Long, Tam Dương, Vĩnh Phúc","CÔNG TY CP NGÓI CAO CẤP AMADO Địa chỉ: KCN Tam Dương II, Kim Long, Tam Dương, Vĩnh Phúc. Mr.Hiệp: 0986.585.427 or Ms.Ánh: 03.5454.9996"
Công ty TNHH Sản xuất Quạt Công nghiệp TH Vinasun Tuyển dụng...,https://vinhphuc.work/cong-ty-tnhh-san-xuat-quat-cong-nghiep-th-vinasun-tuyen-dung-lai-xe-nang.html,Công Ty TNHH TH Vinasun Vietnam,Thỏa thuận,15/03/2024,"Công ty TNHH Sản xuất Quạt Công nghiệp TH Vinasun (Lô M, đường 10,...","Công ty TNHH Sản xuất Quạt CN TH Vinasun
Địa chỉ: KCN Bình Xuyên 1, Bình Xuyên, Vĩnh Phúc
Điện thoại: 0968886538"
Tổng Công ty Cổ phần bảo hiểm AAA- Chi nhánh Vĩnh Phú...,https://vinhphuc.work/tong-cong-ty-co-phan-bao-hiem-aaa-chi-nhanh-vinh-phu-vinh-phuc-thong-bao-tuyen-dung-05-vi-tri-tot-dau-nam.html,Tổng Công ty Cổ phần bảo hiểm AAA- Chi nhánh Vĩnh Phú,Tuỳ vị trí,Đến 15/03/2024,"Tầng 4, Số 414 Đường Mê Linh, Phường Khai Quang , Thành phố Vĩnh...",
CÔNG TY TNHH BAO BÌ ATLANTIC THÔNG BÁO TUYỂN DỤNG NHIỀU VỊ...,https://vinhphuc.work/cong-ty-tnhh-bao-bi-atlantic-thong-bao-tuyen-dung-nhieu-vi-tri-dau-nam-2024.html,Công Ty TNHH Bao Bì Atlantic,Thỏa thuận,Đến 20/03/2024,Cụm CN Kếu – Thị trấn Đạo Đức – Bình Xuyên – Vĩnh phúc,"Công ty TNHH Bao bì Atlantic
Địa chỉ: Cụm CN Kếu – Thị trấn Đạo Đức – Bình Xuyên – Vĩnh phúc
Điện thoại: 0211.6552983 / 03.445.448.30"
CÔNG TY TNHH HOÀN MỸ TUYỂN DỤNG 50 CÔNG NHÂN CHÍNH THỨC...,https://vinhphuc.work/cong-ty-tnhh-hoan-my-tuyen-dung-50-cong-nhan-chinh-thuc-dau-nam-2024.html,Công ty TNHH Hoàn Mỹ,Thoả thuận,Đến khi tuyển đủ,"Thôn Hán lữ, Phường Khai Quang, TP Vĩnh Yên, Tỉnh Vĩnh Phúc","Công ty TNHH Hoàn Mỹ Điạ chỉ: Thôn Hán Lữ, Phường Khai Quang, Thành phố Vĩnh yên, Tỉnh Vĩnh Phúc, Việt Nam Điện thoại : 02113.844.057"
CÔNG TY TNHH COASIA OPTICS VINA THÔNG BÁO TUYỂN DỤNG PHIÊN DỊCH...,https://vinhphuc.work/cong-ty-tnhh-coasia-optics-vina-thong-bao-tuyen-dung-phien-dich-tieng-han-cong-nhan-san-xuat-cac-bo-phan.html,Công ty TNHH Coasia Optics Vina,Tuỳ vị trí,Đến khi tuyển đủ,"Bình Xuyên 2, Bá Hiến, Bình Xuyên, Vĩnh Phúc","Công ty TNHH Coasia Optics Vina
SĐT: 0961.485.251
Địa chỉ: Bình Xuyên 2, Bá Hiến, Bình Xuyên, Vĩnh Phúc"
"CÔNG TY CỔ PHẦN ĐẦM CẢ TUYỂN DỤNG GIÁO VIÊN TIẾNG NHẬT,...",https://vinhphuc.work/cong-ty-co-phan-dam-ca-tuyen-dung-giao-vien-tieng-nhat-nhan-vien-tim-kiem-phat-trien-thi-truong.html,CÔNG TY CỔ PHẦN ĐẦM CẢ,Thoả thuận từ trên 7 triệu,Đến 30/03/2024,SỐ NHÀ 20-22 ĐƯỜNG NGUYỄN TRÃI – PHƯỜNG LIÊN BẢO – TP VĨNH YÊN...,"CÔNG TY CỔ PHẦN ĐẦM CẢ
ĐỊA CHỈ: SỐ NHÀ 20-22 ĐƯỜNG NGUYỄN TRÃI – PHƯỜNG LIÊN BẢO – TP VĨNH YÊN – TỈNH VĨNH PHÚC
ĐIỆN THOẠI: 0397.371.868"
"XUÂN HOÀ VIỆT NAM TUYỂN DỤNG CÔNG NHÂN SƠN TĨNH ĐIỆN, CÔNG...",https://vinhphuc.work/xuan-hoa-viet-nam-tuyen-dung-cong-nhan-son-tinh-dien-cong-nhan-mac-do-nhan-vien-qc-nhan-vien-y-te-ke-toan-truong.html,CÔNG TY CP XUÂN HÒA VIỆT NAM,Thoả thuận,Đến khi tuyển đủ,"Đường Nguyễn Văn Linh, Phường Xuân Hòa, Thành phố Phúc Yên, Tỉnh Vĩnh Phúc",
Tổ chức Giáo dục và Đào tạo Apollo Tại Vĩnh Phúc Tuyển...,https://vinhphuc.work/to-chuc-giao-duc-va-dao-tao-apollo-tai-vinh-phuc-tuyen-dung-chuyen-vien-tu-van.html,CHI NHÁNH TỔ CHỨC GIÁO DỤC VÀ ĐÀO TẠO APOLLO VIỆT NAM TẠI TỈNH VĨNH PHÚC,LCB + HH + THƯỞNG,Đến 25/03/2024,"35 Phan Chu Trinh, Khai Quang, Vĩnh Yên, Vĩnh Phúc","Tổ chức Giáo dục và Đào tạo Apollo tại Vĩnh Phúc
Địa chỉ: 35 Phan Chu Trinh, Khai Quang, Vĩnh Yên, Vĩnh Phúc SĐT: 02473002999"
"POPODOO VĨNH PHÚC TUYỂN DỤNG GIÁO VIÊN, NHÂN VIÊN TƯ VẤN TUYỂN...",https://vinhphuc.work/popodoo-vinh-phuc-tuyen-dung-giao-vien-nhan-vien-tu-van-tuyen-sinh-chi-nhanh-ba-hien.html,POPODOO,Lương cơ bản + Lương đứng lớp / Doanh số + Thưởng...,Đến 25/03/2024,"Bá Hiến, Bình Xuyên, Vĩnh Phúc","POPODOO Vĩnh Phúc
Địa chỉ: Bá Hiến, Bình Xuyên, Vĩnh Phúc Hotline: 0961.029.925 (Ms Lan)"
CÔNG TY TNHH SEMIOPT VN THÔNG BÁO TUYỂN DỤNG KỸ THUẬT VIÊN...,https://vinhphuc.work/cong-ty-tnhh-semiopt-vn-thong-bao-tuyen-dung-ky-thuat-vien-dap-thiet-ke-khuon-duc-nhua.html,Công ty SEMIOPT VN,Thoả thuận,Đến 30/03/2024,"Lô CN01-3, Khu công nghiệp Bình Xuyên II, Thị trấn Bá Hiến, Huyện Bình...","Công ty TNHH Semiopt Vn
Liên hệ: HCNS: 0211.3.582.580
Địa chỉ: Lô CN01-3, Khu công nghiệp Bình Xuyên II, Thị trấn Bá Hiến, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc, Việt Nam"
CÔNG TY TNHH THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU MBM THÔNG BÁO...,https://vinhphuc.work/cong-ty-tnhh-thuong-mai-va-xuat-nhap-khau-mbm-thong-bao-tuyen-dung-lao-dong-pho-thong-luong-muc-cao.html,,Thoả thuận,Đến khi tuyển đủ,"Hương Canh, Bình Xuyên, Tỉnh Vĩnh Phúc","CÔNG TY TNHH THƯƠNG MẠI VÀ XUẤT NHẬP KHẨU MBM
Địa chỉ: Hương Canh, Bình Xuyên, Tỉnh Vĩnh Phúc
Điện thoại: 032 835 6565"
Công ty TNHH Vina Korea Tuyển dụng Quản lý QA,https://vinhphuc.work/cong-ty-tnhh-vina-korea-tuyen-dung-quan-ly-qa.html,Công ty TNHH Vina Korea,Thỏa thuận,Đến 20/04/2024,"CN13, KCN Khai Quang, Vĩnh Yên, Vĩnh Phúc","Công ty TNHH Vina Korea
Địa chỉ: Lô CN03 KCN Khai Quang – Khai Quang – Vĩnh Yên – Vĩnh Phúc
Điện Thoại: 038 504 4880"
Công ty TNHH Sunny Opotech Việt Nam (Thái Nguyên) Tuyển dụng Đến...,https://vinhphuc.work/cong-ty-tnhh-sunny-opotech-viet-nam-thai-nguyen-tuyen-dung-den-11-vi-tri-van-phong-ky-thuat-dau-nam-2024.html,Công ty TNHH Sunny Opotech Việt Nam tại Thái Nguyên,Thỏa thuận,Đến 29/02/2024,"Lô CN15-1, KCN Yên Bình, Phổ Yên, Thái Nguyên","Công ty TNHH Sunny Opotech Việt Nam
Liên hệ: 0388370889 / 0365692889.
Địa chỉ: Lô CN15-1, KCN Yên Bình, Phổ Yên, Thái Nguyên"
CÔNG TY TNHH ĐẦU TƯ NINH AN TUYỂN DỤNG KỸ THUẬT VĂN...,https://vinhphuc.work/cong-ty-tnhh-dau-tu-ninh-an-tuyen-dung-ky-thuat-van-phong-ky-thuat-hien-truong-lai-may-lai-ui.html,Công ty TNHH Đầu tư Ninh An,Tùy vị trí,Đến 30/03/2024,"Số nhà 50, S4, Khu đô thị Chùa Hà, Phường Liên Bảo, Thành phố...","Công ty TNHH Đầu tư Ninh An
Địa chỉ: Số nhà 50, S4, Khu đô thị Chùa Hà, Phường Liên Bảo, Thành phố Vĩnh Yên, Tỉnh Vĩnh Phúc, Việt Nam
Điện thoại : 0396.761.023"
Công ty Cổ phần Thương mại và Dịch vụ Logistics Đại Dương...,https://vinhphuc.work/cong-ty-co-phan-thuong-mai-va-dich-vu-logistics-dai-duong-tuyen-dung-nhan-vien-xuat-nhap-khau-nhan-vien-hcns.html,Công ty Cổ phần Thương mại và Dịch vụ Logistics Đại Dương,Thoả thuận thu hút,Đến 30/04/2024,"KĐT Park Hill, Vĩnh Yên, Vĩnh Phúc",
CÔNG TY TNHH SEMIOPT VN THÔNG BÁO ĐẾN 07 VỊ TRÍ TỐT,https://vinhphuc.work/cong-ty-tnhh-semiopt-vn-thong-bao-den-07-vi-tri-tot.html,Công ty SEMIOPT VN,Thoả thuận,Đến 30/03/2024,"Lô CN01-3, Khu công nghiệp Bình Xuyên II, Thị trấn Bá Hiến, Huyện Bình...","Công ty TNHH Semiopt Vn
Liên hệ: HCNS: 0211.3.582.580
Địa chỉ: Lô CN01-3, Khu công nghiệp Bình Xuyên II, Thị trấn Bá Hiến, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc, Việt Nam"
Công ty Cổ phần Đầu tư Xây dựng và Cơ khí Đức...,https://vinhphuc.work/cong-ty-co-phan-dau-tu-xay-dung-va-co-khi-duc-phat-tuyen-dung-gap-nhan-vien-du-an-ky-su-ket-cau-ky-thuat-san-xuat-ke-toan-tong-hop-quan-ly-chat-luong-kcs-phu-kho-tho-son-tho-co-khi-tho-dien-k.html,"Công ty CP Đầu tư, Xây dựng và Cơ khí Đức Phát",Thỏa thuận,31/03/2024,"Hà Nội, Vĩnh Phúc","Công ty Cổ phần Đầu tư Xây dựng và Cơ khí Đức Phát
Địa chỉ: Km18, QL2A, thị trấn Đạo Đức, huyện Bình Xuyên, tỉnh Vĩnh Phúc
Liên hệ: Ms Linh- 0354631762"
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ DỊCH VỤ NORAH TUYỂN NHIỀU...,https://vinhphuc.work/cong-ty-co-phan-dau-tu-va-dich-vu-norah-tuyen-nhieu-vi-tri-luong-hap-dan.html,Công Ty Cổ phần Đầu Tư và Dịch Vụ Norah,Thỏa thuận,29/02/2024,Công ty đầu tư và dịch vụ Norah,
Tổng Công ty Cổ phần bảo hiểm AAA- Chi nhánh Vĩnh Phú...,https://vinhphuc.work/tong-cong-ty-co-phan-bao-hiem-aaa-chi-nhanh-vinh-phu-vinh-phuc-thong-bao-tuyen-dung-den-05-vi-tri-tot.html,Tổng Công ty Cổ phần bảo hiểm AAA- Chi nhánh Vĩnh Phú,Tuỳ vị trí,Đến 29/02/2024,"Tầng 4, Số 414 Đường Mê Linh, Phường Khai Quang , Thành phố Vĩnh...",
"SUNCAR GARA TUYỂN DỤNG NHÂN VIÊN TELESALE, SALE ONLINE",https://vinhphuc.work/suncar-gara-tuyen-dung-nhan-vien-telesale-sale-online.html,Suncar Gara,5.000.000-20.000.000,30/03/2024,"Khu Trại Giao, đường Nguyễn Tất Thành, Khai Quang, Vĩnh Yên, Vĩnh Phúc.","SUNCAR GARA
Địa điểm làm việc: Khu Trại Giao, đường Nguyễn Tất Thành, Khai Quang, Vĩnh Yên, Vĩnh Phúc.
Hotline: 0326.125.125 Mr. Thiệu"
CÔNG TY CỔ PHẦN ĐẦM CẢ THÔNG BÁO TUYỂN DỤNG GIÁO VIÊN...,https://vinhphuc.work/cong-ty-co-phan-dam-ca-thong-bao-tuyen-dung-giao-vien-tieng-nhat-nhan-vien-tim-kiem-phat-trien-thi-truong.html,CÔNG TY CỔ PHẦN ĐẦM CẢ,Thoả thuận từ trên 7 triệu,Đến 30/03/2024,SỐ NHÀ 20-22 ĐƯỜNG NGUYỄN TRÃI – PHƯỜNG LIÊN BẢO – TP VĨNH YÊN...,"CÔNG TY CỔ PHẦN ĐẦM CẢ
ĐỊA CHỈ: SỐ NHÀ 20-22 ĐƯỜNG NGUYỄN TRÃI – PHƯỜNG LIÊN BẢO – TP VĨNH YÊN – TỈNH VĨNH PHÚC
ĐIỆN THOẠI: 0397.371.868"
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ DỊCH VỤ NORAH TUYỂN NHIỀU...,https://vinhphuc.work/cong-ty-co-phan-dau-tu-va-dich-vu-norah-tuyen-nhieu-vi-tri-luong-hap-dan-di-lam-luon.html,Công Ty Cổ phần Đầu Tư và Dịch Vụ Norah,Thỏa thuận,29/02/2024,Công ty đầu tư và dịch vụ Norah,
